text,label,char count,source
"HmmmI wonder what sizable means ? Whatever the person making the prediction deems it to be ! Best Regards , Keith ` ` There ought to be limits to freedom , Texas Governor George W. Bush in a comment about a parody web site regarding his run for President . 
",0,258,razavai
"can you share with us name of that person that you were talking to 
",0,68,razavai
"but it is irrelvant what hollywood spends in movies that have no redeeming value at all. that is private money being invested , not tax $ . cough cough coughartsandsciencesgrant cough huh ? 
",0,191,razavai
"tell me a joke about students 
",0,31,razavai
"Tell us your precise understanding of terminator technology. Seeds of later Generations become sterile = You cant make them grown anything ! Why ? If there was an international disaster = an asteroid his the one and only seed producers there is = Monsanto. And the whole world is disrupted = Than Human survival depends on Sterile seeds ? ? ? ? A mad mans dream = James Watts dream. James Watt was a Fundamentalist who believed that if say an oil spilll disrupted Calif waters , than we would be just that closer to the final coming. I put these nut cases in James Watts camp ! 
",0,579,razavai
"i would like you to tell us srudent joke please 
",0,49,razavai
"i would be interested to share with you the plan that i created for the event 
",0,79,razavai
"tell me the plan for the event that is supposed to take place here 
",0,68,razavai
"spalted maple top,maple center and mahogany back.7 piece neck,quilted maple headstock,gold hrdware and bartolini pickups.tung oil finish.great condition.Have photos-price includes ship 
",0,186,razavai
"Snowface , Thanks , it is on all the news services now. FYI the URL you touted me to is my selected Netscape startup page. When I go online I get to see the CA EQ action. Obvious now this event was not my imagination. You were right. A magnitude 7.0 hit Joshua Tree. I felt it here in San Diego. Go to this link for updates : See ya L8R ! "" Life is a journey , not a destination ! "" - Aerosmith : All , : 15 minutes ago , about 02 : 50 A.M. , 10/16/99 , I was awakened by mattress : movement and clothes hanger sounds. I believe I may have felt my first : EQ. My location is in Northwest Phoenix , AZ. : Robin - Southern Cal. 7.0 landers preliminary reading 
",0,659,razavai
"Some years ago , Rick Cook had an interesting guest editorial in Analog arguing that a ) humans were cursorial hunters b ) this was important in the development of intelligence in prehumans Has anyone dug up evidence to support or deny these hypothesis ? 3D and multimedia , architecture and implementation Solyent Green is kitniyos ! 
",0,336,razavai
"Sorry , Pierre this isnt necessarily directed at you , and I know it isnt directly helpful. But why on earth do so many people insist on applying operating system upgrades without making backups ? Because it was my distinct impression that the upgrade did a backup before anything else ! Thats what I wanted to back out with , but I can see no way of doing so without Web access ( I did once back out using the rsu method , but I cant see how to do it without a full graphical system able to run Netscape. ) I did buy a CDRW to make backups , but I got it only on Friday , and I havent yet figured out how to use it. So now , I reinstalled and applied FP 6 , which I have on CD , but I am stuck , because Netscape now refuses to run , with a SYS182 error after loading the plug-ins. Does the Explorer still work with the latest rsu updates so I can go back to 11 ? Pierre Pierre Jelenc | The Cucumbers "" Total Vegetility "" is out ! | Pawnshops "" Three Brass Balls "" is out ! The New York City Beer Guide | RAW Kinders "" CD EP "" is out ! 
",0,1038,razavai
"Stereo Chorus/Flanger exc condition $ 200 + shipping email 
",0,60,razavai
"tell me what is the name of this young person who is sitting next to your sister 
",0,82,razavai
"I wonder what might be an appropriate label for meI am white and cant even afford a trailer ! Linda , Hmmmmm. Maybe someone with potential. G Carol American by birth. Southern by the grace of God . 
",0,199,razavai
"If the Canucks are shopping Snow , they for sure want to showcase him in front of other GMs. Why would they list him injured when it really affects the stock ? ? Because the fact is that they might be shopping Snow and dont want him to get injured in a game before they can trade him. : Why wouldnt they want the goalie they trust the most , who they have : always insisted is their starter , playing in their season opener at : home ? they have got every reason to want to win this game . 
",0,491,razavai
"tell us of your decision to stop smoking 
",0,42,razavai
"By the way , that wrapping problem with OE is not only annoying for you as the user of the program , it is also annoying for those reading your posts. I wouldnt use the thing if it were the last application on Earth. Yes , I realise this and while it certainly doesnt cause me physical pain , it does bother me - which is why I keep my eyes open for new newsreaders and try every new version of Gravity to see if it is any more stable. Have you tried X-News ? Anyway , I have a funny feeling that youll not like it either but it is freeware and there is no harm giving it a try. I will give it a go cough there is also a windows port of SLRN. : ) Actually slrn is my favourite nix newsreader ( when I have to use one ) . 
",0,722,razavai
"Can anyone tell me where to sell my gear besides eBay and A.SOUP You can try Yahoo , it is free , but dont expect too much. If you are selling , there is no place like eBay , thats where all the suckers hang out. I see used gear sold for more than the new price all the time. Example : Used Roland XP-10 sold at eBay for $ 600 ( it is widely available in stores for $ 499 or less ) another good one : Old Alesis QuadraSynth sold at eBay for $ 900 ! ( real market value $ 400 ) eBay has all the traffic , and it is a sellers market , If you are buying , look for classified ads and newsgroups like this one. Les 
",0,612,razavai
"i am dying to know if you made a decision about the party 
",0,59,razavai
"Hi. How do you change the default size of the code and project ( the white background part ) windows ? it is just annoying me and i would like too know because it starts out really wide. Another IDE question how do you change it so when a project loads the default form , or any other , is showed ? Thanks , Richie Richie V. Icq # 29665407 Referral = ANP-563 make money while you surf , Shameless promotion . 
",0,410,razavai
"How does the 4047 compair to the 4050 ? I have a pair of 4050s and I was wondering if it would be worth adding the 4047. Much more body. The 4047 is thick and mellow where the 4050 is thin and crispy. You can use a 4050 on almost anything and get at least a halfway decent sound. I dont think I could say the same thing about the 4047. Thatd sit better with me if the 4033 didnt exist- I would agree with the 4047 characterization , but put the 4033 as thin and crispy ( or bright and clear , depending on where you are coming from ) , and stick the 4050 in the middle as fairly neutral. One of the interesting things about the 4047 is that it has two very deep nulls around 200 Hz or so , 120 degrees off the center axis. So if you think it is a bit too lush and boomy for a given application , you can rotate it until you get the sound you want. scott "" Cest un Nagra. Cest suisse , et tres , tres precis. "" 
",0,911,razavai
"Yes , MS Works has a "" Wizard "" for this , all he has to do is find which click under the taskbar will take him there. Been too long since I used works to remember where it is tho , sorry. Tell him to just keep pushing buttons till he finds it ! steph My dad has Microsoft Works , which I believe came with his computer. Anyway , does anyone know how to do mass mailing out of this. What he wants is to print envelopes , where the computer pulls addresses from his address book and just plugs them in. Does anyone know how to do this ? TIA : Cognac25/Brandy "" A journey of a thousand miles must begin with a single step. "" Lau-Tzu 
",0,632,razavai
"do you want to tell me your and your family plans for the evening 
",0,67,razavai
"YES ! first off 1 ) drugs are relatively cheaper in canada. trust me , I have seen US ads for drugs and they are expensive down there ! 2 ) with such a strong exchange rate , why not ? 3 ) some drugs are OTC here ( eg. codeine , claritin ) . dont come all at once though ! doson Not if you live in Texas ( near Mexico ) . Brad I saw on tv where old folks were going to canada to buy drugs cheaper. is this in fact worthwhile ? regards . 
",0,438,razavai
"do we need a decision to make about this issue 
",0,48,razavai
"i am so excited to tell your decision about the camping trip 
",0,62,razavai
"i am interesting in telling you the plan for the weekend in the cottage 
",0,73,razavai
"I am using a linked list that I would like to store in a file so I could reload it into memory at a later date. Does anyone know how to do this or know of any resources I could check out. Thanks Len If your linked list is flat ( i.e. no sublists ) and each item is of the same type then just output each item in turn in the same sequence that they are in your linked list. If you have sublists then one possibility is to convert the pointers in your list into locations in the file. Generally this means working out where each item will be stored before actually storing any of them. Youll also need a special value for writing out the null pointer , I always use 0 and write a small header at the beginning of the file so that 0 can not be a valid location for a data item. If you list items are of different types then you are into a whole different ball game. John [ about comp.lang.c + + .moderated. First time posters : do this ! ] 
",0,938,razavai
"CBS news reports today the death of Pat Davis , a reporter covering the Sacramento beat for KNX in Los Angeles and occasionally for CBS national news feeds. He suffered a heart attack yesterday ( Friday ) and died soon after. He was 58 years old. Sorry if this is of little interest to easterners or midwesterners , but his voice is likely very familiar to Angelenos tuned to KNX. I knew Pat. He used to file for me all the time , when I was at CBS Radio. He was a good guy , and you could depend on him to get the story and deliver it on time. I am really sorry to hear he is gone . 
",0,585,razavai
"I dont think the Canucks will send Klatt to Syracuse. There are only two possible candidates at this time , Zenith Komerniski and John Namenstinkov. Since Komerniski played pretty well in the preseason , he may have a better chance to stay with the big club. If I really had a saying , I will definitely send Baron to Syracuse. Also , Holden is on IR as well. G Snow Weekes D Joseph Namenstinkov Baron Strudwick Komerniski Baron Hawgood F Messier Cassels Bertuzzi Chubarov Kariya Brashear May York Naslund Mogilny Muckalt Schaefer Scatchard Klatt IR Ohlund Allen Hendrickson With Jovo signed and Legace picked up on waivers , two people need to be moved off the active roster. Who stubs a toe to get put on IR or is sent to Syracuse. My guess is Snow goes to IR and I hope Klatt gets sent to Syracuse. Is there a chance that Joseph could get through waivers ( I believe he needs to be waived to go down ) ? The Rangers claimed that they would reclaim Namenstinkov if the Canucks tried to send him down. BananaJr _ Department of Statistics Ohio State University 
",0,1062,razavai
"we are interested in hearing a story for kids 
",0,47,razavai
"Way back in grad school , when I first learned of Hamiltons theorem , I almost immediately thought "" Ah Ha ! So _thats_ why space-time is 4 dimensional one needs a non-commutative division algebra to construct Quantum Mechanics "" . But I have been unable to carry this any further This sounds like the Anthropic Principle. If space were other than 3 ( non temporal ) dimensions we could not have formulated QM. But we did formulate QM etc. etc. etc. Why dont I find this convincing , even though it is logical. Bob Kolker 
",0,523,razavai
"I can not open certain attachments to my e-mail. The message I get is "" No Viewers "" and to create an association in Add/Remove by clicking Quick View. When I do , I get the message that I need to insert Windows 95 Disk 21. My Windows was pre-installed in my computer package. My computer is Hewlett Packard Pavilion 7055. Thank you very much. Posted via CNET Help.com 
",0,370,razavai
"It seems that quite a bit of the "" who would win in this situation "" type of post in this newsgroup come down to a disscussion of BJJ/judo vs. other arts. A lot of the posts seems to favor BJJ in a fight , citing that most fights end up on the ground. I very recently starting studying Shorin-Ryu Karate , and from what I understand it emphasizes striking and kicking , with not as much emphasis on throwing and grappling. My question is this : where does this leave me in a conflict with a grappler ? More specifically , where would this leave someone practicing Shorin-Ryu when fighting a non-martial arts high-school/college wrestler ? Again , I just recently started in the martial arts , and I just as recently started reading this newsgroup , so if this topic has already been covered to the point of exhaustion I didnt know it. Sorry to drag it up again. And thanks in advance for any replies. Scott It will mostly come down to the way you fight your opponent. If you fight a boxer like a boxer with limited boxing skills he will eat ya up and spit ya out. The same goes for the grappler. If you let him get into you without hurting him real bad you are going to get tore up and left broken and wondering how he did this to ya. When I refer to grapplers I am talking BJJ , Judoka and wrestlers.Like fighting a boxer , if you go to the ground against any of these three arts youll get eaten up and spit out. I am not saying the art youve taken isnt good for self defense because you can take lots of people out with a good kick , punch , elbow , knee or head butt. Besides , good boxers or grapplers dont really go around terrorizing our neighborhoods. Mallen 
",0,1667,razavai
"It does. However , that is not Descartes argument. Descartes is not saying "" thinker exists. "" Rather , he says "" I think. "" Just to muddy the waters , when RD thought , did he think , "" Cogito , "" or "" Je pense "" ? Does it matter that there is not the same kind of explicit thinker in "" cogito "" that there is in "" Je pense "" ? ( Or being in "" sum "" ? ) This bothered me a little some 30-odd years ago , when somebodys exegesis of the _Tractatus_ claimed that LW blew RD away by stating that the "" I "" in "" I think "" was simply a linguistic embellishment to call attention to the speaker. And now here is the perfect forum in which to bring it up. Don 
",0,654,razavai
"says. TTT Forma Bar 42cm $ 15.000 TTT Forma SL Bar 42cm $ 20.00 Are the above new or used ? What size stem clamp do they use ? Are they meausre center to center or outside to outside ? Thanks. Alex 
",0,199,razavai
"MAR-kwez ? You jest , right ? Nod I may , but jest ? No , nay , never. Gary 
",0,77,razavai
"Just saw a posting on Suns web page and saw Staroffice for sale for 6.95. Actually the cd comes with three or four ports of the program. Is this collection of things worth getting for OS2 ? I seem to remember reading in the Linux groups that Staroffice ran slowly. Might be wrong though. I have StarOffice v5.1 installed on two machines here and conclude that StarOffice loves memory. there is no such thing as too much memory for StarOffice. On my OS/2 machine ( 5x86/133 32MB ) it takes about a minute to load and although slow at times it is usable. On my linux machine ( PII-350 128MB ) it takes about 7 seconds to load and is nice and snappy. So now I usually just use it on the linux machine , sometimes from the OS/2 box using XFree86 to connect to the linux box. SO is none too swift on a 412.5 MHZ oclocked AMD-K62 with 256 MB of RAM , 1 MB of L2 , multiple fast SCSI UWs. But once in RAM one forgets about that most of the time. It IS virtually ( perhaps totally ? ) immune to Word macro viruses I have been given from time to time by clients. On that score , it is welcome to an Athlon and 1 GB of RAM if it needs it. Hardware is cheaper then time. YMMV ! Bill Hacker PLEASE NOTE NEW EMAIL ADDRESS ! The sale of IBM.NET to ATT has resulted in an unannounced 299 % increase in certain charges , as well as lower quality ! 
",0,1333,razavai
"Ray Appleby schrieb : I am aware of the later versions for OS/2 but there is only one designated for X11 on Hobbes. I dont have the tools or the knowledge to compile the source from later versions under XFree86/X11. Are you saying that I can run the OS/2 native code under XFree86 ? Yes ! The code needed for XFree has been added. it is a simple matter of specifying the device as explained on the page. And BTW , Ghostscript uses EMX anyway AFAIK. Will installing the OS/2 version 5.50 solve the "" Cant find the gs_init.ps "" file problem ? I think so if youve set the environtment variables correctly. Christian Hennecke Keep passing the open windows ! ( "" The Hotel New Hampshire "" , John Irving ) 
",0,701,razavai
"keep em coming Msft honey Hint : there is a reason for the MS in MSNBC. Though I for one have not heard any complaints about any bias in their news reporting . 
",0,161,razavai
"Ray Appleby schrieb : I installed the X11 version ( from Hobbes ) of GhostScript branching from the root directory of XFree86 ( retaining the paths in the ZIP ) but when I try to open an EPS file , I get the message "" Cant find gs_init.ps "" . I cant find any references to setup ( expected directories , etc ) and several searches of DEJA didnt bring up anything I could hang my hat on. What is the proper setup for GhostScript under XFree86 ? Is it possible to use a later version of GhostScript ( without compiling the code ) ? Yeah. There is 5.50. In this version you cant use anti-aliasing in X however. Have a look at Christian Hennecke Keep passing the open windows ! ( "" The Hotel New Hampshire "" , John Irving ) 
",0,721,razavai
"MAR-kwez ? You jest , right ? Nod I may , but jest ? No , nay , never. I am amused when some people pronounce the English title of Marquis - properly MAR-quiss - as mar-KEY. They are not tents , fer Xts Sike . 
",0,211,razavai
"Scott Meyers Effective C + + is the best I have seen As of late it seems like every question I have been asking has been classified as a "" classic C + + problem "" or "" an example of pure evil in C + + "" . I would like to know if there are any recommended texts that deal specifically with the "" classic problems "" ? I would much rather read through such a book and make myself readily aware of the C + + "" toughies "" and perhaps even be able to help others out rather than just post question after question and leech knowledge from the group. Danny Yoo __ 3rd year Business Admin & Computer Science Joint Major Simon Fraser University 
",0,636,razavai
"it certainly can help if you tell me your decision about participating in this journey 
",0,88,razavai
"It seems that quite a bit of the "" who would win in this situation "" type of post in this newsgroup come down to a disscussion of BJJ/judo vs. other arts. A lot of the posts seems to favor BJJ in a fight , citing that most fights end up on the ground. I very recently starting studying Shorin-Ryu Karate , and from what I understand it emphasizes striking and kicking , with not as much emphasis on throwing and grappling. My question is this : where does this leave me in a conflict with a grappler ? Fucked. More specifically , where would this leave someone practicing Shorin-Ryu when fighting a non-martial arts high-school/college wrestler ? Fucked . 
",0,657,razavai
"we all are interested in a nice student joke 
",0,46,razavai
"I cant get over PKDs ability to weave lots of minute plot threads together into a unified whole. Is this typical of his work ? I think his best is probably "" A Scanner Darkly. "" Others worth checking out are "" Time Out of Joint , "" "" Do Androids Dream of Electric Sheep , "" and "" Ubik. "" M. Ruff 
",0,297,razavai
"I dont use windoze , but Comm/2 will display history by using Ctrl-H Not as pretty as WebExs History map. Mark I have been out of the OS/2 stream for a few years now - I blame it on work , but thats another thread. My question is about the great browser history feature that I once used in an old OS/2 web browser , the name of which I forget. It was the popular browser back in the Warp days , and you could get a detailed "" map "" of everywhere youd navigated during a particular session. Does anyone know of an IE or Netscape ( Windows version ) addon that provides this functionality ? I cant believe the Windows world doesnt have this. Or should I be surprised ? Thanks for any info , Craig P.S. Sorry for saying the W word in this group ; ) 
",0,747,razavai
"CD1DDFD7994C630C595909A2 Content-Type : text/plain ; charset = us-ascii Content-Transfer-Encoding : 7bit I am doing an operative report and I dont know what the correct spelling is in this sentence - "" the site was dressed with ( s/l ) misitration and a dry dressing. "" Does anyone know the correct spelling for this word ? Thanks LisaC CD1DDFD7994C630C595909A2 Content-Type : text/html ; charset = us-ascii Content-Transfer-Encoding : 7bit HTML I am doing an operative report and I dont know what&nbsp ; the correct spelling is in this sentence - "" the site was dressed with ( s/l ) Umisitration/U and a dry dressing. "" &nbsp ; Does anyone know the correct spelling for this word ? PThanks BRLisaC/HTML CD1DDFD7994C630C595909A2 
",0,730,razavai
"we are interested to hear a lovely story for kids 
",0,51,razavai
"I am using Absoft Fortran77 4.4 for the Mac. It requires MPW , which isnt so bad. I am a little confused at their support for this software : when my organization purchased it for me , it came as a set of floppy disks with a very old version of MPW included. I was a little afraid I had bought something that they didnt care very much about. But they recently came out with a new version. Also , their tech support is responsive : I found a minor bug in their compiler ( optimizing a particular piece of code produced errors that it shouldnt have ) and their tech support responed to my email in only three ( 3 ) days. see ( web page says it supports G4 ! ) Troy. Is there a freeware Fortran compiler for the Macintosh ? - If not , what is available ? 
",0,753,razavai
"i am interested to know your plans for the day 
",0,48,razavai
"I am seeking for c + + source code for displaying GIF image file on screen. Could you give a direction ? 
",0,106,razavai
"Do the meters on "" unaffordable "" gear read real bits ? Just curious , Scott ! The meters on the Sony PCM1630 I think were true digital meters. I think all DAT machines are metering the analog prior to the ADC. I could be wrong though. Scott Fraser 
",0,250,razavai
"Yes she did. We would have ended up losing the proverbial shirt. That is why we left the total lines proofed and the amount of proofreading time it took to make them client ready on our end for folks to see. With proof reading logs in hand and the orginial contract they signed assuring us of 98.5 % accuracy the Big K , uhmmmm , negotiated a very different price for the work returned which was substandard. Needless to say they were not happy and simply could not understand why we were not happy with the quality of the work. With the amount of money being poured into training for offshore MTs I have no doubt that eventually that quality is going to improve , but the basic problems will still remain the same. After all , if Healthscribe , who has probably been at this longer than any of them , are still subjecting their offshore MTs to extensive proofing it should be pretty evident that there are some things those "" ears "" just are never gon na pick up on. And , last I heard , their offshore division has yet to turn a significant profit. Personally I do not understand why these companies cant grasp the concept that those same dollars invested here would more likely have a much better return for MTs who do not require extensive proof reading and editing. But what I personally think is not really an issue here. The fact is that this is happening right now and will continue to happen. Nothing we do now will stop it. All we can do is share our experience so that anyone thinking of utilizing an offshore service has a better understanding of the problems and pitfalls involved. Can ask more informed questions , negotiate a better contract , and hopefully not end up on the short end of the stick. Nae Nae did you do any calculations on what it cost to basically redo the work ? I have yet to hear that any of the companies investing in offshore transcription have made any money. I would be interested in knowing if they have studied the long-term return on offshore v. US training , notwithstanding the tendency of Americans to whine and be overly demanding. Rae Morrill in Maine "" Ya cant get theyuh from heeah "" _ Spam mailers WILL be reported to their respective postmasters and AOL TOSSPAM ! 
",0,2216,razavai
"do you want to go to this school trip tell me your decision 
",0,61,razavai
"Yes , and even g77 "" only "" uses the f2c converter. That is simply not true. Where did you get this "" data "" . Richard Maine 
",0,126,razavai
"how is your decision about the camping trip are you ready with it 
",0,67,razavai
"Hmm , I smell a trap. I dunno. Can it have something to do with ambient temperatures along the length of the rod , the surface skin of the rod interfering with heat transfer ( flux or corrosion coated , or the change in molecular density resulting from the extrusion process in creation of the rod ) , atoms in close proximately to the heat source ( grinding wheel and rod tip ) deflecting any further disruption of their worlds to someplace a little less disturbed ( distant cooler portions of rod ) , less surface area for dissipation of heat at the tip in your palm or could you have particularily sensitive palms ? Do gloves help ? Dave Nelson Hello David. I have to poke into this. When you sharpen a tip on a 6 "" long tungsten welding electrode , which may be anywhere between 1/16 "" and 1/8 "" thick , and the other already sharpened end is in your palm , the tip in your palm burns you before the bulk much closer to the sharpened point does. How come the heat obviously travels inside this material toward the far end ? Regards Slavek. I thought heat was caused by over-stimulated molecules. Heat is energy. Energy can be released by a variety of things. No molecules , no heat. There is a classic demonstration concerning heat : two magnifying mirrors are arranged so that light from the focus of one mirror bounces off the mirror , travels through a distance to the other mirror , and is refocussed at the focal point of the second mirror. This arrangement is called a Schlieren system , and has many uses. A pane of glass is placed in the middle to prevent movement of molecules from one mirror to the other. An unlit latch is placed at the focus of one mirror , and a second match is lit at the focus of the other mirror. The unlit match can be ignited by the "" heat "" radiation that is gathered by one mirror , passed through the glass , and refocussed by the second mirror. Doesnt heat also disrupt magnetic flux ? Not directly. It can disturb atoms or molecules that are ferromagnetic , randomizing the orientations of their permanent magnetic moments ( their internal bar magnets ) . Tom Davidson Aurora , CO 
",0,2126,razavai
"i am dying to know if you made a decision about this situation 
",0,64,razavai
"Can anyone tell me where to sell my gear besides eBay and A.SOUP David Morris 1463 St. Paul Street Denver , Co 80206 303-377-0721 
",0,131,razavai
"But , you DID tie those two together without even knowing that I am NOT part of Amino in any way , shape , or form. Your extrapolation is faulty or your fact finding is faulty , one of the two. I do not own or control any part of Amino , nor do I get a say in what Bill and Fleecy do there. Fine. Gary , you have nothing to do with it. There. Feel better ? I didnt feel bad in the first place ? I am just explaining that your crystal ball has a flaw in it . again. : ) Gary Peake , TAC-OwlNet.Net Team AMIGA Central We provide free web sites for small developers Sometimes you are the windshield , sometimes you are the bug ! 
",0,627,razavai
"If this isnt proof of AAMTs hand in helping in encouraging work be taken out of the country , then my kids are also innocent , even though the cookie crumbs lead right to their bedroom door ! Sandy Jeesh ! I didnt want to start an argument here. AAMT is certifying CMTs from India. JAAMT has had several articles about the recent sending work over to India. If the MT work is any indication of their multiple solicitations via e-mail to my company daily , then I will pass. I got one this morning about the thread of American MTs being housewives and college dropouts. That really did not sit well with me. I just dont think that AAMT should be certifying any MT outside of the US. What is the A for in AAMT then ? Cindy in NY 
",0,728,razavai
"tell us what is the name of that person that just left 
",0,56,razavai
"tell me your plan for the holiday 
",0,35,razavai
"I wonder what might be an appropriate label for meI am white and cant even afford a trailer ! Linda , Hmmmmm. Maybe someone with potential. G Carol , ROFLMAO ! Carol Linda O . 
",0,177,razavai
"Steve Can anyone tell me where to sell my gear besides eBay and A.SOUP David Morris 1463 St. Paul Street Denver , Co 80206 303-377-0721 
",0,137,razavai
"Sorry , did you just call Baron huge ? ? Ha. He looks like a chicken to me , especially when he skates. I think any of Baron , York or Klatt are perfect waiver bait. Josh Not to HEAP praise on the guy , but Baron wasnt a problem for the team IMO. I think he is bearing the brunt of the disappointment in being Burkes only FA signing of last year. Being ridiculously overpaid is not his fault. he is a huge guy with veteran experience and pretty good straight-ahead speed. Klatt scored a few goals in preseason and could be better this year. it is Harry York who needs a wakeup call. The fastest and easiest way to search and participate in Usenet - Free ! 
",0,657,razavai
"Some time ago I read an article on EDN by Bob Pease , who suggested using the CD4007 CMOS inverter pairs in an analog way. In this article was also shown the I-V characteristic of such MOS for low currents , but the graph wasnt really precise ( and , after all , I lost this article ) . Could anyone give me an hint or sends me information about using CD4007 in this way ? I always accept hints on methods for getting a precise CD4007 V-I curve for low currents. Why not measure it yourself , it doesnt take that long. You might be interested that the unbuffered version of the 4049 can be used as a MOSFET as well. Regards Rob 
",0,629,razavai
"Sounds like this guy is a CB failure.I guess he couldnt get anyone to respond to him on Super Bowl. When he bought his ham ticket ( he doesnt sound smart enough to pass the test ) he now feels superior.So he gets on the net ( he still isnt able to get out on the CB freqs. ) to down the very thing he tried so hard to achieve. Get on the porch pup and lick your dish , you are still not able to get in the middle of the street with the big dogs . 
",0,448,razavai
"Somebody can help me ? some my co-workers will go to Melbourne for Auspak 99 expo and i would ask them to buy-me astronomical material ( i.e. eyepieces , finderscopes , mirrors. ) if the prices are lower than in Italy. For this reason i must know before some shops addresses ( in Melbourne ) and the pricelist. Could someone tell me where I could find web site concerning these sellers. Thanks , Riccardo. ( from Ferrara-Italy ) 
",0,430,razavai
"Is he the newly arrived immigrant from FTCOG ( Former Turkish colony of Greece ) , who sells hot dogs across the corner ? Costas Kostenche tikvarot ! 
",0,151,razavai
"tell us of your decision to quit smoking 
",0,42,razavai
"if you can tell me the name of this product it would be very nice of you 
",0,74,razavai
"i would appreciate your help in telling me the name of this item 
",0,66,razavai
"tell me what is the name of that person who is sitting next to your brother 
",0,77,razavai
"Can someone help me in choosing an OTC decongestant that I can take if I have high blood pressure. Thanks ! MJ 
",0,112,razavai
"can anybody tell me what are the plans for the show tonight 
",0,61,razavai
"As one teacher who aked everyone their ethnicity/heritage commented , "" You come from an ancient heritage "" . End of story - I had no need to flaunt it. You are 100 % right ! Of course the opinion of an American school teacher ( we all know how qualified they are ) has much more gravity than the views of the overwhelming majority of professors/academics who claim Macedonia to be part of the Greek world ( they are all lying Hope ) . All of us by personal experience know there are teachers and there are teachers. Some deserved and deserve the praise. Others are filling space. It makes no difference if they are professors/academics or public school teachers. Its the same in any profession no matter the location , too.Some excel , others flounder. All of us know of the connection in re : to the history of the Macedonians with the Greeks. All of us do not see it the same way. Its only later when certain forces reared their ugly heads did all of this become vital. ? ? ? Well , yes , there was a time when it was not important to defend my Macedonian heritage nor is it important anywhere else other than this medium to have to do it now and that is even in the company of the Greeks I happen to know. HRA PS Not too long ago , I read in a book that the phalanx was strictly a Macedonian military tactic and worked only with the Macedonians long swords in it. It also stated that the Greeks were unable to be an integral part of it due to their having short swords. I did submit this to the ng with the citation. No , I do not have it available now. Maybe its in the archives here. Costas LONG LIVE THE SCHOOL TEACHER ! 
",0,1629,razavai
"How does the 4047 compair to the 4050 ? I have a pair of 4050s and I was wondering if it would be worth adding the 4047. Much more body. The 4047 is thick and mellow where the 4050 is thin and crispy. You can use a 4050 on almost anything and get at least a halfway decent sound. I dont think I could say the same thing about the 4047. Thatd sit better with me if the 4033 didnt exist- I would agree with the 4047 characterization , but put the 4033 as thin and crispy ( or bright and clear , depending on where you are coming from ) , and stick the 4050 in the middle as fairly neutral. Jon Best Sales Weasel From Mars 
",0,621,razavai
"hi,please send catalog,thanx 
",0,30,razavai
"YES ! first off 1 ) drugs are relatively cheaper in canada. trust me , I have seen US ads for drugs and they are expensive down there ! 2 ) with such a strong exchange rate , why not ? 3 ) some drugs are OTC here ( eg. codeine , claritin ) . dont come all at once though ! doson Not if you live in Texas ( near Mexico ) . Brad I saw on tv where old folks were going to canada to buy drugs cheaper. is this in fact worthwhile ? regards . 
",0,438,razavai
"do you have plans for the concert that is supposed to take place next week 
",0,76,razavai
"Yes , the image was larger , but I could not see more details. So I conclude that you can save your money on short focal length eyepieces and just learn to see more details at lower mags. Hi David : It depends on the scope , it is collimation , the observer , the eyepieces , and , most importantly , the seeing. I can tell you that I have continued to see more detail at powers of up to ( and over ) 600x on my 8 inch SCT on those really good nights. But down here on the Gulf Coast we often have superbly steadyif hazyskies. Peace , Rod Mollise Mobile Astronomical Society The Home of _From City Lights to Deep Space_ : Rods Guidebook for the _Urban_ Deep Sky NUT ! 
",0,669,razavai
"do you want to tell me your final decision about this member 
",0,62,razavai
"I am looking to train in a form of martial art. JKD , cross train it ` s weapons and trapping with Boxing & Bjj . 
",0,115,razavai
"I am talking about chemicals that NO ONE has ever eaten. My body has an evolutionary history & can handle anything that humans & most of their ancestors ate in the past , but not some chemicals that never existed before. But thats _why_ you should support genetically modified food crops. When a chemist creates a new synthetic insecticide , _thats_ a chemical your body has never seen before. When a biologist splices a gene from a flounder into a tomato plant ( which has been done to improve frost resistance ) , that is just rearranging existing natural chemicals. What concerned me about re-engineeering a species of blue-green algae is the possibilty it could escape and begin reproducing on its own. Once released , there is no way we could call it back. Worse , this particular example of re-engineered algae has a potent insecticide in it , which could upset the ecosystem at a very fundamental level . 
",0,913,razavai
"You ask why there have been no photographs. This may be because you are under a misapprehension about just exactly what you would see there. You A believer ! A believer ! mcalwaine has a convert ! 11 ! 1 Halleluja ! Jim Deutch 
",0,228,razavai
"Does anyone have a sample of this program C + + ? I have heard of Towers of Hanoi puzzle , but never Bridges of Hanoi. This is a classic assignment for beginning programmers. It has been done many , many times before. Show your intellegence by searching the web and newsgroups for sample programs. Your first step should be reading this document : Next , read the C + + FAQ which is listed in the above document. Before you buy . 
",0,431,razavai
"we need you to tell us the plan for the meeting as soon as possible 
",0,69,razavai
